id,name,description,address,kommun,lan,lat,lng,website,phone,email,products,onSiteSales,tastingRoom,"gardsförsäljningLicense",isArchipelago,openingHours,season,source
konditori-brogyllen-landala,"Konditori Brogyllen Landala","","Amund Grefwegatan 3C, 411 31 Göteborg, Sverige","Göteborg","Västra Götaland",57.6929574,11.9715139,https://brogyllen.se/,"031-81 24 14","","[""bakat""]",0,0,0,0,"måndag: 07:00–18:30, tisdag: 07:00–18:30, onsdag: 07:00–18:30, torsdag: 07:00–18:30, fredag: 07:00–18:30, lördag: 08:00–16:00, söndag: Stängt","","google-places:gårdsbageri"
konditori-kampanilen,"Konditori Kampanilen","","Karl Johansgatan 5, 414 59 Göteborg, Sverige","Göteborg","Västra Götaland",57.6985972,11.9320288,http://www.kampanilen.se/,"031-14 48 11","","[""bakat""]",0,0,0,0,"måndag: Stängt, tisdag: 08:00–18:00, onsdag: 08:00–18:00, torsdag: 08:00–18:00, fredag: 08:00–18:00, lördag: 09:00–16:00, söndag: 09:00–16:00","","google-places:gårdsbageri"
konditori-svarta-katten-ab,"Konditori Svarta Katten AB","","Vikingagatan 1, 442 36 Kungälv, Sverige","","Västra Götaland",57.8703475,11.9667046,https://www.konditorisvartakattenab.se/,"0303-101 95","","[""bakat""]",0,0,0,0,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 09:00–13:00, söndag: Stängt","","google-places:gårdsbageri"
korvdelikatessen,Korvdelikatessen,"","Slakthusgatan 10, 415 02 Göteborg, Sverige","Göteborg","Västra Götaland",57.7293848,12.0015265,http://www.korvdelikatessen.se/produkter.html,"031-707 01 43","","[""kött""]",0,0,0,0,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–15:00, söndag: Stängt","","google-places:charkuteri gård"
krakarps-gardsmejeri,"Kråkarps Gårdsmejeri","","KRÅKARP 11, 513 97 Borgstena, Sverige","","Västra Götaland",57.8596631,13.0256031,https://www.krakarpsmejeri.se/,"","","[""mejeri""]",0,0,0,0,"måndag: 07:00–20:00, tisdag: 07:00–20:00, onsdag: 07:00–20:00, torsdag: 07:00–20:00, fredag: 07:00–20:00, lördag: 07:00–20:00, söndag: 07:00–20:00","","google-places:gårdsmejeri"
kullabergs-vingard-2,"Kullabergs Vingård","","Lyckerisvägen 52, 263 76 Nyhamnsläge, Sverige","","Västra Götaland",56.2570445,12.5399006,http://www.kullabergs.se/,"042-444 21 00","","[""vin""]",0,1,0,0,"","","google-places:vingård"
kullagardens-glutenfria-stenugnsbageri-2,"Kullagårdens Glutenfria Stenugnsbageri","","Kullagård 19, 432 68 Veddige, Sverige","","Västra Götaland",57.2598132,12.3347889,http://www.kullagardens.se/,"076-566 33 91","","[""bakat""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 10:00–16:00, fredag: 11:00–15:00, lördag: Stängt, söndag: 12:00–16:00","","google-places:gårdsbageri"
kungstorgets-brygghus,"Kungstorgets Brygghus","","Kungstorget 11, 411 10 Göteborg, Sverige","Göteborg","Västra Götaland",57.703902,11.9689215,http://www.brygghuset.eu/,"","","[""öl""]",0,1,0,0,"måndag: 11:00–01:00, tisdag: 11:00–01:00, onsdag: 11:00–01:00, torsdag: 11:00–01:00, fredag: 11:00–03:00, lördag: 12:00–03:00, söndag: 12:00–01:00","",google-places:bryggeri
kustcharken-ab,"KustCharken AB","","Lycke 4, 456 91 Kungshamn, Sverige","","Västra Götaland",58.4125512,11.3363765,http://www.kustcharken.se/,"0523-333 30","","[""kött""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–19:00, lördag: 10:00–15:00, söndag: Stängt","","google-places:charkuteri gård"
kvia-gronsaker,"Kvia Grönsaker","","Dotetorpsvägen 65, 439 74 Fjärås, Sverige","","Västra Götaland",57.4008393,12.1519393,http://www.le-ha.se/kvia-gardsbutik.html,"0300-54 45 00","","[""grönsaker"",""kött""]",0,0,0,0,"måndag: Stängt, tisdag: 10:00–18:00, onsdag: Stängt, torsdag: 10:00–18:00, fredag: 10:00–15:00, lördag: 10:00–14:00, söndag: Stängt","","google-places:odlare gård"
kvibille-gastgivaregard,"Kvibille Gästgivaregård","","Göteborgsvägen 547, 305 78 Kvibille, Sverige","Göteborg","Västra Götaland",56.783005,12.831752,http://www.kvibillegastgivaregard.se/,"035-560 21","","[""annat""]",1,1,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 11:00–17:00, lördag: 11:00–15:00, söndag: Stängt","","google-places:gårdsrestaurang"
kallekulla-gard,"Källekulla Gård","","Bjurbäck Källekulla 2, 565 92 Mullsjö, Sverige","","Västra Götaland",57.8550499,13.8569422,"http://källekullagård.se/","076-835 50 50","","[""annat""]",1,0,0,0,"måndag: 06:00–21:00, tisdag: 06:00–21:00, onsdag: 06:00–21:00, torsdag: 06:00–21:00, fredag: 06:00–21:00, lördag: 06:00–21:00, söndag: 06:00–21:00","","google-places:gårdsförsäljning"
kallsprangs-gard,"Källsprångs Gård","","Hult Källsprångs Gård 364, 694 96 Åsbro, Sverige","","Västra Götaland",58.9724578,15.0694236,https://kallsprang.se/,"070-300 11 70","","[""grönsaker""]",0,0,0,0,"måndag: 10:00–19:00, tisdag: 10:00–19:00, onsdag: 10:00–19:00, torsdag: 10:00–19:00, fredag: 10:00–19:00, lördag: Stängt, söndag: Stängt","","google-places:odlare gård"
karrstegens-gard-pa-berg-ab,"Kärrstegens Gård på Berg AB","","Ulvesundsvägen 22, 459 93 Ljungskile, Sverige","","Västra Götaland",58.2312869,11.9038367,http://www.karrstegensgard.se/,"073-320 06 91","","[""annat""]",1,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 11:00–18:00, lördag: 11:00–16:00, söndag: 11:00–16:00","","google-places:gårdsbutik"
kattilsrods-4h-gard,"Kättilsröds 4H-Gård","","Västra Tuvevägen 100, 417 45 Göteborg, Sverige","Göteborg","Västra Götaland",57.7524058,11.9048919,https://www.kattilsrods4h.se/,"031-55 09 04","","[""annat""]",0,0,0,0,"måndag: 08:00–17:00, tisdag: 08:00–17:00, onsdag: 08:00–17:00, torsdag: 08:00–17:00, fredag: 08:00–17:00, lördag: 09:00–15:00, söndag: 09:00–15:00","","google-places:ekogård"
kahogs-mjolk,"Kåhögs Mjölk","","Byvägen 47, 433 76 Jonsered, Sverige","","Västra Götaland",57.7486476,12.146517,https://www.facebook.com/people/K%C3%A5h%C3%B6gs-g%C3%A5rd/100064450849504/,"","","[""mejeri"",""kött""]",1,0,0,0,"måndag: 09:00–19:00, tisdag: 09:00–19:00, onsdag: 09:00–19:00, torsdag: 09:00–19:00, fredag: 09:00–18:00, lördag: 09:00–16:00, söndag: 09:00–16:00","","google-places:gårdsbutik"
kott-pa-riktigt,"Kött på riktigt","","F O Petersons g 10, 431 30 Västra Frölunda, Sverige","","Västra Götaland",57.6503638,11.9364806,https://kottpariktigt.se/,"031-80 88 85","","[""kött""]",1,0,0,0,"måndag: 07:00–17:00, tisdag: 07:00–17:00, onsdag: 07:00–17:00, torsdag: 07:00–17:00, fredag: 07:00–17:00, lördag: Stängt, söndag: Stängt","","google-places:gårdsbutik"
lps-biodling-ab,"LPs Biodling AB","","Torstensbyn Östra Finta, 661 94 Säffle, Sverige","","Västra Götaland",59.2242515,12.7727181,https://www.lpsbiodling.se/,"0533-631 11","","[""honung"",""grönsaker""]",0,0,0,0,"måndag: 09:30–13:00, 13:30–15:30, tisdag: 09:30–13:00, 13:30–15:30, onsdag: 09:30–13:00, 13:30–15:30, torsdag: 09:30–13:00, 13:30–15:30, fredag: 09:30–13:00, lördag: Stängt, söndag: Stängt","",google-places:biodling
ladan-i-backa,"Ladan i Backa","","Rimmaregatan 9B, 422 55 Hisings Backa, Sverige","","Västra Götaland",57.7460455,11.9814789,http://www.ladanibacka.se/,"076-277 17 69","","[""grönsaker""]",0,0,0,0,"måndag: 10:00–16:45, tisdag: 10:00–16:45, onsdag: 10:00–16:45, torsdag: 10:00–16:45, fredag: 10:00–16:45, lördag: 10:00–16:00, söndag: 10:00–16:00","","google-places:odlare gård"
lammat-i-bitterna-gardsbutiken-pa-backagarden,"Lammat i Bitterna / Gårdsbutiken på Backagården","","BACKAGÅRDEN, 534 61 Vedum, Sverige","","Västra Götaland",58.1308662,12.9772474,http://www.lammat.se/,"070-826 19 00","","[""kött""]",1,0,0,0,"","","google-places:gårdsförsäljning"
lammet-och-bonden-gardsbutik,"Lammet och Bonden gårdsbutik","","Hällingsbovägen 21, 443 71 Gråbo, Sverige","","Västra Götaland",57.8348238,12.2189066,http://lammetochbonden.se/,"076-209 91 18","","[""kött""]",1,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 14:00–18:00, fredag: 14:00–18:00, lördag: 10:00–14:00, söndag: Stängt","","google-places:gårdsbutik"
landarkullen-ab,"Landarkullen AB","","Södra Härene Nordgården 3, 447 91 Vårgårda, Sverige","Vårgårda","Västra Götaland",58.0817032,12.8506023,https://landarkullen.webnode.se/,"070-574 41 38","","[""annat""]",0,0,0,0,"måndag: 07:30–17:00, tisdag: 07:30–17:00, onsdag: 07:30–17:00, torsdag: 07:30–17:00, fredag: 07:30–17:00, lördag: 07:30–17:00, söndag: 07:30–17:00","","google-places:ägg gård"
leilas-bageri,"Leilas Bageri","","Herkulesgatan 26, 417 01 Göteborg, Sverige","Göteborg","Västra Götaland",57.7163165,11.9477485,http://www.leilasbageri.com/,"031-16 65 60","","[""bakat""]",0,0,0,0,"måndag: 08:00–17:00, tisdag: 08:00–17:00, onsdag: 08:00–17:00, torsdag: 08:00–17:00, fredag: 08:00–17:00, lördag: 09:00–17:00, söndag: 09:00–17:00","","google-places:gårdsbageri"
lerums-bigardar,"Lerums Bigårdar","","Gråbo industriväg 4, 443 40 Gråbo, Sverige","","Västra Götaland",57.8401316,12.2871298,http://bortabi.se/,"076-341 65 82","","[""honung"",""grönsaker""]",0,0,0,0,"","",google-places:biodling
lexby-gard,"Lexby Gård","","Gamla Lexbyvägen 9, 433 31 Partille, Sverige",Partille,"Västra Götaland",57.746321,12.1265705,http://www.lexbygard.se/,"070-544 66 97","","[""kött""]",0,0,0,0,"","","google-places:lammgård"
lilla-jordbruket,"Lilla jordbruket","","Bergums Mellangårdsväg 1, 424 91 Olofstorp, Sverige","","Västra Götaland",57.8141088,12.188743,https://lillajordbruket.se/,"076-039 18 86","","[""kött""]",0,0,0,0,"","","google-places:lammgård"
lillamattsa-blabar-sjalvplock,"Lillamattsa Blåbär Självplock","","563 91 Gränna, Sverige","","Västra Götaland",58.0538902,14.4973535,http://www.lillamattsa.se/,"","","[""grönsaker""]",1,0,0,0,"","","google-places:självplock"
lindholmen-gard,"Lindholmen gård","","Sandövägen 470, 434 94 Vallda, Sverige","","Västra Götaland",57.4763524,11.9407545,http://www.lindholmengard.se/,"070-863 54 06","","[""annat""]",1,0,0,0,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 09:00–18:00, söndag: 09:00–18:00","","google-places:gårdsbutik"
ljungbyholms-vingard-2,"Ljungbyholms Vingård","","Ljungbyholmsvägen 231, 269 71 Förslöv, Sverige","","Västra Götaland",56.3379876,12.7879088,http://ljungbyholmsvingard.se/,"079-304 43 47","","[""vin""]",0,1,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 14:00–17:00, söndag: 15:00–17:30","","google-places:vingård"
ljungskile-kott-charkbutik,"Ljungskile kött & charkbutik","","Vällebergsvägen 4, 459 30 Ljungskile, Sverige","","Västra Götaland",58.222314,11.9195377,https://www.gronagardar.se/sv/LKC,"076-008 38 60","","[""kött""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–15:00, söndag: Stängt","","google-places:charkuteri gård"
lokala-gardar,"Lokala Gårdar","","Stora Saluhallen, Kungstorget, 411 17 Göteborg, Sverige","Göteborg","Västra Götaland",57.7039341,11.9680006,https://lokalagardar.se/,"031-711 67 68","","[""annat""]",0,0,0,0,"måndag: 10:00–18:00, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–19:00, fredag: 10:00–19:00, lördag: 10:00–17:00, söndag: Stängt","","google-places:lokal producent mat"
lottas-bak-form-surdegsbageri-caf,"Lottas Bak&Form, Surdegsbageri, Café","","Bleketvägen 40, 471 50 Bleket, Sverige","","Västra Götaland",57.9493555,11.5666855,http://lottasbakoform.se/,"070-219 47 33","","[""bakat""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: 09:00–16:00, torsdag: 09:00–16:00, fredag: 09:00–16:00, lördag: 08:00–15:00, söndag: 10:00–15:00","","google-places:gårdsbageri"
luna-vingard-restaurang-i-lysekil-fd-luna-caf,"Luna Vingård & Restaurang i Lysekil (fd. Luna Café)","","Dalskogen 102, 453 41 Lysekil, Sverige",Lysekil,"Västra Götaland",58.283276,11.464544,http://www.lunalysekil.se/,"0523-61 00 61","","[""vin""]",0,1,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 16:00–22:00, fredag: 16:00–23:00, lördag: 12:00–23:00, söndag: 12:00–17:00","","google-places:vingård"
lunnagarden,"Lunnagården","","140, 442 96 Kode, Sverige","","Västra Götaland",57.9399145,11.874244,http://www.lunnagarden.se/,"0303-510 20","","[""annat""]",1,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: 10:00–17:00, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: Stängt, söndag: Stängt","","google-places:gårdsbutik"
lupiners-gard-gardsbutik,"Lupiners Gård - gårdsbutik","","Södra BOARP 4, 563 92 Gränna, Sverige","","Västra Götaland",57.9555395,14.4816853,http://lupinersgard.se/,"070-514 62 38","","[""kött""]",1,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: 10:00–14:00, söndag: Stängt","","google-places:lammgård"
lustgardens-biodling-hb-2,"Lustgårdens Biodling HB","","Blåklintsvägen 59, 313 33 Oskarström, Sverige","","Västra Götaland",56.79993,12.9582632,http://www.lustgarden.biz/,"035-17 55 90","","[""honung"",""grönsaker""]",0,0,0,0,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt","",google-places:biodling
lyckans-stenugnsbageri,"Lyckans Stenugnsbageri","","Lyckan 7, 456 93 Hunnebostrand, Sverige","","Västra Götaland",58.418976,11.384947,http://stenugnsbageri.se/,"0523-339 09","","[""bakat""]",0,0,0,0,"måndag: 10:00–18:00, tisdag: Stängt, onsdag: Stängt, torsdag: 10:00–17:00, fredag: 10:00–17:00, lördag: 10:00–16:00, söndag: 10:00–16:00","","google-places:gårdsbageri"
lyckelamm,LyckeLamm,"","LYCKE, 541 97 Lerdala, Sverige","","Västra Götaland",58.475945,13.7428307,http://www.lyckelamm.se/,"070-815 57 66","","[""kött""]",1,0,0,0,"","","google-places:gårdsbutik"
lacko-kott,"Läckö Kött","","Backa 1, 521 98 Lidköping, Sverige","Lidköping","Västra Götaland",58.5748308,13.1188177,https://lackokott.se/,"070-686 30 00","","[""kött""]",1,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 13:00–18:00, fredag: 10:00–18:00, lördag: 10:00–14:00, söndag: Stängt","","google-places:gårdsförsäljning"
langas-bar-sjalvplock,"Långås Bär Självplock","","Norra LÅNGÅS 214, 311 93 Långås, Sverige","","Västra Götaland",56.9963452,12.4291375,https://m.facebook.com/langasbar/?ref=aymt_homepage_panel&wtsid=rdr_0Uoj5pOwtR0Fzema1,"070-246 65 89","","[""grönsaker""]",1,0,0,0,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt","","google-places:självplock"
lofgrens-brod-fika,"Löfgrens Bröd & Fika","","Gärdegatan 2, 431 67 Mölndal, Sverige","","Västra Götaland",57.6761709,12.0029492,http://www.lofgrensbrod.se/,"031-18 32 03","","[""bakat""]",0,0,0,0,"måndag: 07:30–18:00, tisdag: 07:30–18:00, onsdag: 07:30–18:00, torsdag: 07:30–18:00, fredag: 07:30–18:00, lördag: 08:00–15:00, söndag: Stängt","","google-places:gårdsbageri"
lofgrens-brod-och-fika,"Löfgrens Bröd och Fika","","Hollandsgatan 5, 442 50 Ytterby, Sverige","","Västra Götaland",57.8642464,11.9266439,http://www.lofgrensbrod.se/,"072-525 25 55","","[""bakat""]",0,0,0,0,"måndag: 06:00–15:00, tisdag: 06:00–17:00, onsdag: 06:00–17:00, torsdag: 06:00–17:00, fredag: 06:00–17:00, lördag: 06:00–15:00, söndag: Stängt","","google-places:gårdsbageri"
logens-kvarn,"Lögens kvarn","","Lögen 138, 453 92 Lysekil, Sverige",Lysekil,"Västra Götaland",58.3241514,11.4827108,http://www.logen.se/,"070-531 39 34","","[""grönsaker""]",0,0,0,0,"måndag: Öppet dygnet runt, tisdag: Öppet dygnet runt, onsdag: Öppet dygnet runt, torsdag: Öppet dygnet runt, fredag: Öppet dygnet runt, lördag: Öppet dygnet runt, söndag: Öppet dygnet runt","","google-places:odlare gård"
lot-gardsmejeri-ab,"Löt Gårdsmejeri AB","","Löt Ryttargården 1, 583 60 Gammalkil, Sverige","","Västra Götaland",58.3092652,15.3700469,http://www.lot-gardsmejeri.se/,"070-090 01 83","","[""mejeri""]",0,0,0,0,"","","google-places:gårdsmejeri"
ms-biredskapsfabriken-ab,"MS Biredskapsfabriken AB","","Haddebodavägen 4, 545 34 Töreboda, Sverige","Töreboda","Västra Götaland",58.7106451,14.1317324,https://www.biredskapsfabriken.se/,"0506-102 73","","[""honung"",""grönsaker""]",0,0,0,0,"måndag: 09:00–12:30, 13:30–16:00, tisdag: 09:00–12:30, 13:30–16:00, onsdag: 09:00–12:30, 13:30–16:00, torsdag: 09:00–12:30, 13:30–16:00, fredag: 09:00–12:30, 13:30–16:00, lördag: Stängt, söndag: Stängt","",google-places:biodling
majornas-bryggeri,"Majornas Bryggeri","","Karl Johansgatan 88, 414 55 Göteborg, Sverige","Göteborg","Västra Götaland",57.6935905,11.9187532,http://www.majornasbryggeri.se/,"031-775 75 50","","[""öl""]",0,1,0,0,"måndag: 16:00–23:00, tisdag: 16:00–23:00, onsdag: 16:00–23:00, torsdag: 16:00–23:00, fredag: 15:00–01:00, lördag: 14:00–01:00, söndag: 14:00–23:00","",google-places:bryggeri
malte-gustavsson-frukt-bar,"Malte Gustavsson Frukt & bär","","Grönsaksgatan 5, 411 04 Göteborg, Sverige","Göteborg","Västra Götaland",57.7219243,12.0008669,http://www.maltegustavsson.se/,"031-25 65 00","","[""annat""]",0,0,0,0,"måndag: 05:00–12:00, tisdag: 05:00–12:00, onsdag: 05:00–12:00, torsdag: 05:00–12:00, fredag: 05:00–12:00, lördag: 05:00–11:00, söndag: Stängt","","google-places:lokal producent mat"
marcus-soderlind,"Marcus Söderlind","","Långhult 2, 566 92 Habo, Sverige","","Västra Götaland",57.9566175,14.0461803,http://www.godatomater.se/,"070-814 61 49","","[""grönsaker""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: Stängt, lördag: Stängt, söndag: 12:00–16:00","","google-places:odlare gård"
mariestads-biodlarforening,"Mariestads Biodlarförening","","Västerängs Koloniområde, Kolonivägen, 542 35 Mariestad, Sverige",Mariestad,"Västra Götaland",58.6900127,13.8270951,http://mbof.se/,"070-642 42 36","","[""honung"",""grönsaker""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: 18:00–20:00, torsdag: Stängt, fredag: Stängt, lördag: Stängt, söndag: Stängt","",google-places:biodling
mellansvenska-odlare-ek-for,"Mellansvenska Odlare ek för","","Lärlingsgatan 1, 582 39 Linköping, Sverige","","Västra Götaland",58.4196623,15.5937659,http://moek.se/,"013-35 49 00","","[""grönsaker""]",0,0,0,0,"","","google-places:odlare gård"
mellomgardens-caf-gardsbutik,"Mellomgårdens Café & Gårdsbutik","","Norra Lundby Mellomgården 1, 532 93 Axvall, Sverige","","Västra Götaland",58.3676079,13.6189324,https://mellomgarden.nu/,"070-055 80 90","","[""annat""]",1,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: 11:00–17:00, fredag: 11:00–17:00, lördag: 11:00–17:00, söndag: 11:00–17:00","","google-places:gårdsbutik"
mini-bryggeriet,"Mini Bryggeriet","","Kåsatorpsvägen 5, 541 34 Skövde, Sverige","Skövde","Västra Götaland",58.397197,13.893993,https://www.minibryggeriet.se/,"","","[""öl""]",0,1,0,0,"måndag: 13:00–17:00, tisdag: 13:00–17:00, onsdag: 14:00–18:00, torsdag: 13:00–17:00, fredag: Stängt, lördag: 10:00–14:00, söndag: Stängt","",google-places:bryggeri
mjoviks-bageri-gardsbutik-ab,"Mjöviks Bageri & Gårdsbutik AB","","Gamla Lillebyvägen 80, 423 53 Torslanda, Sverige","","Västra Götaland",57.7417813,11.8059182,http://www.mjoviks.se/,"","","[""bakat"",""grönsaker""]",1,0,0,0,"","","google-places:gårdsbutik"
mobolet-musteri-gardsforsaljning,"Mobolet musteri & gårdsförsäljning","","Mobolet, 543 91 Tibro, Sverige",Tibro,"Västra Götaland",58.4739464,14.1726039,https://mobolet.se/,"076-141 29 01","","[""vin""]",1,1,0,0,"","","google-places:gårdsförsäljning"
molinvin,Molinvin,"","Arkivgatan 8, 411 34 Göteborg, Sverige","Göteborg","Västra Götaland",57.6975713,11.9770198,https://molinvin.com/,"073-377 50 44","","[""vin""]",0,1,0,0,"måndag: 09:00–17:00, tisdag: 09:00–17:00, onsdag: 09:00–17:00, torsdag: 09:00–17:00, fredag: 09:00–17:00, lördag: 09:00–17:00, söndag: 09:00–17:00","","google-places:vingård"
moriks-fargard,"Moriks Fårgård","","Morik 104, 471 95 Skärhamn, Sverige","","Västra Götaland",57.9631876,11.5794152,http://www.moriksfargard.se/,"070-381 21 54","","[""kött""]",0,0,0,0,"måndag: Stängt, tisdag: Stängt, onsdag: Stängt, torsdag: Stängt, fredag: 11:00–17:00, lördag: 11:00–15:00, söndag: 11:00–15:00","","google-places:lammgård"
multikult-handelstradgard,"Multikult Handelsträdgård","","Lillhagsvägen 201, 422 60 Hisings Backa, Sverige","","Västra Götaland",57.7582405,11.9465332,http://www.multikult.se/,"072-555 60 80","","[""grönsaker"",""kött""]",1,0,0,0,"måndag: Stängt, tisdag: 10:00–18:00, onsdag: 10:00–18:00, torsdag: 10:00–18:00, fredag: 10:00–18:00, lördag: 10:00–15:00, söndag: Stängt","","google-places:gårdsbutik"
munkebo-gard,"Munkebo Gård","","Munkebo Gård 1, 544 92 Hjo, Sverige",Hjo,"Västra Götaland",58.2964247,14.135456,http://munkebogard.se/,"079-347 08 89","","[""annat""]",1,0,0,0,"","","google-places:gårdsbutik"
mallby-lantgard,"Mällby Lantgård","","Valla Hedvägen 56, 471 72 Hjälteby, Sverige","","Västra Götaland",58.0528991,11.734665,http://mallbyeko.se/,"070-628 87 78","","[""kött""]",0,0,0,0,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 09:00–18:00, söndag: 09:00–18:00","","google-places:nötkött gård"
molnlycke-garden-center,"Mölnlycke Garden Center","","Stationsvägen 1A, 435 37 Mölnlycke, Sverige","","Västra Götaland",57.6575,12.1225,http://molnlyckegardencenter.se/,"031-88 05 65","","[""grönsaker""]",0,0,0,0,"måndag: 09:00–18:00, tisdag: 09:00–18:00, onsdag: 09:00–18:00, torsdag: 09:00–18:00, fredag: 09:00–18:00, lördag: 09:00–16:00, söndag: 10:00–16:00","","google-places:odlare gård"
naturbruksforvaltningen-angereds-gard,"Naturbruksförvaltningen Angereds gård","","Angereds Gård 1, 424 56 Gunnilse, Sverige","","Västra Götaland",57.7853204,12.0696574,https://www.vgregion.se/f/naturbruk,"","","[""grönsaker"",""annat""]",0,0,0,0,"","","google-places:odlare gård"
naturgarden-vastkott-ab,"Naturgården Västkött AB","","Bröndomevägen 170, 434 79 Vallda, Sverige","","Västra Götaland",57.4737087,12.0276479,http://www.naturgarden.se/,"070-719 36 87","","[""kött""]",1,0,0,0,"måndag: Stängt, tisdag: 11:00–17:00, onsdag: 11:00–19:00, torsdag: 11:00–19:00, fredag: 11:00–17:00, lördag: 10:00–14:00, söndag: Stängt","","google-places:gårdsbutik"
nersgardens-bageri,"Nersgårdens Bageri","","Gamla häradsvägen 12, 437 92 Lindome, Sverige","","Västra Götaland",57.6025334,12.1781297,http://www.nersgarden.se/,"","","[""bakat""]",0,0,0,0,"","","google-places:gårdsbageri"
nolbygards-ekobageri-kaf,"Nolbygårds Ekobageri & Kafé","","Ängsvaktaregatan 19, Tomteredsvägen 2, 441 38 Alingsås, Sverige","Alingsås","Västra Götaland",57.9416948,12.5561818,http://nolbygards.se/,"0322-123 23","","[""bakat""]",1,1,0,0,"måndag: Stängt, tisdag: 09:00–16:00, onsdag: 09:00–16:00, torsdag: 09:00–16:00, fredag: 09:00–16:00, lördag: 11:00–16:00, söndag: Stängt","","google-places:gårdscafé"
nolhaga-bigard,"Nolhaga Bigård","","Nolhaga 1, 442 90 Kungälv, Sverige","","Västra Götaland",57.8513536,11.9762528,http://nolhagabigard.se/,"070-714 25 89","","[""honung"",""grönsaker""]",0,0,0,0,"","","google-places:ekologisk gård"
nordgardens-bageri,"Nordgårdens Bageri","","Bolshedens industriväg 28, 427 50 Billdal, Sverige","","Västra Götaland",57.5600495,11.9611021,https://nordgardenbageri.wixsite.com/nordgarden,"031-93 00 03","","[""bakat""]",0,0,0,0,"måndag: Stängt, tisdag: 07:00–18:00, onsdag: 07:00–18:00, torsdag: 07:00–18:00, fredag: 07:00–18:00, lördag: 07:00–15:00, söndag: 07:00–15:00","","google-places:gårdsbageri"
nordmarkens-destilleri-ab,"Nordmarkens Destilleri AB","","2, Holmedal, 672 94 Årjäng, Sverige","","Västra Götaland",59.4625692,11.9391805,http://www.nordmarkensdestilleri.se/,"072-525 35 52","","[""sprit""]",0,1,0,0,"","",google-places:destilleri
norra-vangas-bryggeri-ab,"Norra Vångas Bryggeri AB","","Vallgatan 42B, 532 37 Skara, Sverige",Skara,"Västra Götaland",58.3826678,13.450566,https://nvbryggeri.se/,"0511-121 50","","[""öl""]",0,1,0,0,"måndag: 08:00–17:00, tisdag: 08:00–17:00, onsdag: 08:00–17:00, torsdag: 08:00–17:00, fredag: 08:00–17:00, lördag: Stängt, söndag: Stängt","",google-places:bryggeri
nuntorp-gard,"Nuntorp Gård","","Gård, 464 64 Nuntorp, Sverige","","Västra Götaland",58.5355879,12.3165583,http://www.nuntorp.se/,"","","[""annat"",""kött""]",1,1,0,0,"måndag: 10:00–16:00, tisdag: 09:00–16:00, onsdag: 11:00–16:00, torsdag: 11:00–16:00, fredag: 11:00–16:00, lördag: 11:00–16:00, söndag: Stängt","","google-places:gårdsrestaurang"
